"Title","Investigator","Institute","Fiscal Year","FOA Number","Funded Status","Project Number","Priority Area","Application ID"
"DISSECTING CORTICOSTRIATAL CIRCUITRY UNDERLYING CHRONIC BINGE EATING","Hildebrandt, Britny","University Of Pittsburgh At Pittsburgh","2018","RFA-MH-18-510","Active","1F32MH118687-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9667004"
"DUAL LEAD THALAMIC DBR-DBS INTERFACE FOR CLOSED LOOP CONTROL OF SEVERE ESSENTIAL TREMOR","OWEISS, KARIM G","UNIVERSITY OF FLORIDA","2019","RFA-NS-18-023","Active","1UH3NS109845-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9663679"
"IMPLANTABLE MICROARRAY PROBE FOR REAL-TIME GLUTAMATE AND GABA DETECTION","MOLDOVAN, NICOLAIE ANDREI","ALCORIX","2019","PA-18-870","Active","1R41NS115282-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9909493"
"CRCNS: OPTIMIZATION OF CLOSED-LOOP CONTROL OF GAMMA OSCILLATIONS","NAIR, SATISH S","UNIVERSITY OF MISSOURI-COLUMBIA","2019","PAR-19-002","Active","1R01MH122023-01","Theory & Data Analysis Tools","9914633"
"CRCNS: NEUROCOMPUTATIONAL STUDY OF REWARD-RELATED DECISION-MAKING & UNCERTAINTY","YU, ANGELA","UNIVERSITY OF CALIFORNIA, SAN DIEGO","2019","PAR-19-002","Active","1R01DA050373-01","Theory & Data Analysis Tools","9916054"
"CRCNS: REWARD AND MOTIVATION IN NEURAL NETWORKS","KOULAKOV, ALEXEI","COLD SPRING HARBOR LABORATORY","2019","PAR-19-002","Active","1R01DA050374-01","Theory & Data Analysis Tools","9916069"
"CRCNS: CLOSED-LOOP COMPUTATIONAL NEUROSCIENCE FOR CAUSALLY DISSECTING CIRCUITS","ROZELL, CHRISTOPHER JOHN","GEORGIA INSTITUTE OF TECHNOLOGY","2019","PAR-19-002","Active","1R01NS115327-01","Theory & Data Analysis Tools","9916954"
"CRCNS: PROCESSING SPEED IN THE HUMAN CONNECTOME ACROSS THE LIFESPAN","HERMES, DORA","MAYO CLINIC ROCHESTER","2019","PAR-19-002","Active","1R01MH122258-01","Theory & Data Analysis Tools","9927841"
"Developing a novel therapeutic for treating tinnitus","Scott, Luisa L","Cognosetta, Inc.","2020","PA-18-871","Active","1R43DC018487-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9907138"
"Characterizing the structure of motor cortex activity across multiple behaviors for improved brain-machine interfaces","Schroeder, Karen Elizabeth","Columbia University Health Sciences","2020","PAR-18-814","Active","1K99NS115919-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9952827"
"Tracking Changes in High-Dimensional Circuit Behaviors over Long-Term Neural Recordings","Williams, Alexander Henry","Stanford University","2020","RFA-MH-18-510","Active","1F32MH122998-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9989472"
"Systems-level and in situ transcriptomics deconstruction of neural circuits underlying sensorimotor transformation in an innate behavior","Dulac, Catherine G (contact) Murthy, Venkatesh N Zhuang, Xiaowei","Harvard University","2020","RFA-NS-18-030","Active","1R01NS116593-01","Integrated Approaches","9971196"
"A Portable PET Insert System for Simultaneous TOF-PET and MR Brain Imaging","Chang, Chen-ming  (contact) Levin, Craig S","Petcoil, Inc.","2020","PA-18-870","Active","1R41MH123253-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","10007289"
"Neuronal mechanisms of visually-driven aggressive behavior","Bendesky, Andres","Columbia Univ New York Morningside","2020","RFA-NS-18-014","Active","1R34NS116734-01","Integrated Approaches","9978478"
"Measuring Electrical Activity from the Human Brain to Predict Memory Formation and Behavior Across the Lifespan","Johnson, Elizabeth","University Of California Berkeley","2020","PAR-18-814","Active","1K99NS115918-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9952838"
"Determining computational principles governing neural circuits responsible for feedback and movement control of D. melanogaster flight","Cohen, Itai","Cornell University","2020","RFA-NS-18-030","Active","1R01NS116595-01","Integrated Approaches","9971313"
"Lateral habenula circuit in reward/conflict mediation","Bravo-rivera, Christian Emmanuell","Cold Spring Harbor Laboratory","2020","PAR-18-814","Active","1K99MH123495-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9952906"
"Optical methods for imaging and manipulating dendritic spines in vivo","Etchenique, Roberto Yuste, Rafael  (contact)","Columbia Univ New York Morningside","2020","RFA-NS-18-014","Active","1R34NS116740-01","Integrated Approaches","9978285"
"Distributional reinforcement learning in the brain.","Drugowitsch, Jan Uchida, Naoshige  (contact)","Harvard University","2020","RFA-NS-18-030","Active","1R01NS116753-01","Integrated Approaches","9978224"
"Population codes and sensory discrimination","Ringach, Dario L","University Of California Los Angeles","2020","RFA-NS-18-030","Active","1R01NS116471-01","Integrated Approaches","9967687"
"Genetic access and connectional assays of mouse inhibitory cortical cell types","Callaway, Edward M","Salk Institute For Biological Studies","2020","RFA-NS-18-014","Active","1R34NS116885-01","Integrated Approaches","9985641"
"Multiscale imaging of marmoset cortex during visual object recognition and learning","Issa, Elias B","Columbia University Health Sciences","2020","RFA-NS-18-014","Active","1R34NS116739-01","Integrated Approaches","9978313"
"How do parvalbumin interneuron-generated gamma oscillations organize prefrontal networks to promote behavioral adaptation?","Sohal, Vikaas Singh","University Of California, San Francisco","2020","RFA-NS-18-030","Active","1R01NS116594-01","Integrated Approaches","9971310"
"Circuit dynamics of sensorimotor integration and decision making in octopus","Pelled, Galit","Michigan State University","2020","RFA-NS-18-029","Active","1UF1NS115817-01","Integrated Approaches","9949982"
"Active sensing at the sensory surface: glomerular signals for olfactory navigation by freely-moving mice","Smear, Matthew C","University Of Oregon","2020","RFA-NS-18-014","Active","1R34NS116731-01","Integrated Approaches","9978630"
"Multiplexing working memory and timing: Encoding retrospective and prospective information in transient neural trajectories.","Buonomano, Dean V (contact) Golshani, Peyman","University Of California Los Angeles","2020","RFA-NS-18-030","Active","1R01NS116589-01","Integrated Approaches","9971022"
"Prefrontal contributions to contextual representation","Smith, Cybelle  Marguerite","University Of Pennsylvania","2020","RFA-MH-18-510","Active","1F32MH123002-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9990118"
"Metastable dynamics in cortical circuits","B?r?i?n?k?m?a?n, B?r?a?d?e?n Fontanini, Alfredo  (contact) La Camera, Giancarlo Maffei, Arianna Park, Il Memming Wang, Jin","State University New York Stony Brook","2020","RFA-NS-18-029","Active","1UF1NS115779-01","Integrated Approaches","9949119"
"Central neuronal circuitry for homeostatic thermoregulation modulated by brain temperature","Jan, Lily Y","University Of California, San Francisco","2020","RFA-NS-18-030","Active","1R01NS116588-01","Integrated Approaches","9970898"
"Head-mounted Photoacoustic Imaging of Deep-brain Neural Activities in Freely Behaving Animals","Verkhusha, Vladislav Yao, Junjie  (contact)","Duke University","2020","RFA-NS-18-020","Active","1RF1NS115581-01","Interventional Tools","9924909"
"From ion channels to graph theory in sensorimotor learning","Abarbanel, Henry D. I. Konopka, Genevieve Maclean, Jason Neil Margoliash, Daniel  (contact) Roberts, Todd F","University Of Chicago","2020","RFA-NS-18-029","Active","1UF1NS115821-01","Integrated Approaches","9950584"
"Decision-related information at single-neuron resolution in human motor cortex and its implications for neuroprosthetics","Flesher, Sharlene","Stanford University","2020","PAR-18-813","Active","1K99NS112412-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9977403"
"Wireless Magnetomechanical Neuromodulation of Targeted Circuits","Anikeeva, Polina O","Massachusetts Institute Of Technology","2020","RFA-NS-18-020","Active","1R01NS115576-01","Interventional Tools","9924842"
"Optogenetic manipulation of cortical feedback to examine network function and behavior","Dragoi, Valentin","University Of Texas Hlth Sci Ctr Houston","2020","RFA-NS-18-014","Active","1R34NS116829-01","Integrated Approaches","9984742"
"kHz frequency Spinal Cord Stimulation: Novel Temperature-Based Mechanisms of Action","Bikson, Marom","City College Of New York","2020","RFA-NS-18-018","Active","1R01NS112996-01A1","Cell TypeMonitor Neural ActivityInterventional ToolsTheory & Data Analysis ToolsHuman Neuroscience","9960245"
"Streamlining Volumetric Imaging, Analysis and Publication Using Immersive Virtual Reality","Doretto, Gianfranco Morehead, Michael David (contact) Spirou, George A","Istovisr","2020","PA-18-871","Active","1R44MH125238-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","10011054"
"Noninvasive low-intensity focused ultrasound-enabled sonogenetic method to induce plasticity in adult visual cortex.","Hwang, Grace M Lee, Hey-kyoung  (contact)","Johns Hopkins University","2020","RFA-EY-18-001","Active","1R21EY031265-01","Interventional ToolsMonitor Neural Activity","9924788"
"Shedding light on brain circuits mediating navigation of the odor plume in a natural environment","Gibson, Emily Restrepo, Diego  (contact)","University Of Colorado Denver","2020","RFA-NS-18-029","Active","1UF1NS116241-01","Integrated Approaches","9961270"
"Real-time, all-optical interrogation of neural microcircuitry in the pretectum","Naumann, Eva Aimable (contact) Pearson, John","Duke University","2020","RFA-NS-18-014","Active","1R34NS116738-01","Integrated Approaches","9978318"
"Synaptic mechanisms of temporal pattern separation","Jeanne, James Mcclure","Yale University","2020","RFA-NS-18-030","Active","1R01NS116584-01","Integrated Approaches","9970802"
"Dopamine neuronal microcircuits controlling methamphetamine seeking behavior","Dominguez Lopez, Sergio","Oklahoma Medical Research Foundation","2020","PAR-18-814","Active","1K99DA049719-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9977578"
"The behavioral microstructure of a memory-guided food-caching behavior and its relationship to hippocampal replay","Chettih, Selmaan","Columbia University Health Sciences","2020","RFA-MH-18-510","Active","1F32MH123015-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991327"
"Real-time manipulations to understand and improve memory processes","Gillespie, Anna Kathleen","University Of California, San Francisco","2020","PAR-18-814","Active","1K99AG068425-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9953551"
"Neurostimulation by Ultrasound: Physical, Biophysical, and Neural Mechanisms","Baccus, Stephen A Butts-pauly, Kim Khuri-yakub, Butrus T Maduke, Merritt C (contact)","Stanford University","2020","RFA-NS-18-018","Active","1R01NS112152-01A1","Cell TypeMonitor Neural ActivityInterventional ToolsTheory & Data Analysis ToolsHuman Neuroscience","9957860"
"Using perceptual decision-making to understand the role of selective inhibitory activity in cortical computation","Roach, James Patrick","Cold Spring Harbor Laboratory","2020","RFA-MH-18-510","Active","1F32MH123011-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991423"
"Dynamic Striatal Astrocyte-Neuron Interactions: An Integrated Experimental and Computational Study","Taheri, Marsa","University Of California Los Angeles","2020","RFA-MH-18-510","Active","1F32MH123010-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991579"
"Mapping the neural circuitry underlying walking","Zamurrad, Sumaira","Columbia University Health Sciences","2020","RFA-MH-18-510","Active","1F32MH123012-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991417"
"Innovative biostatistical approaches to network level analyses of connectome-behavior relationships","Wheelock, Muriah D","Washington University","2020","PAR-18-814","Active","1K99EB029343-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10055480"
"NeuroEthics  of Non-Therapeutic Invasive Human Neurophysiologic Research","Feinsinger, Ashley L Pouratian, Nader  (contact)","University Of California Los Angeles","2020","RFA-MH-19-400","Active","1RF1MH121373-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10038224"
"Brainstem circuits of corticospinal neurons","Shepherd, Gordon M","Northwestern University At Chicago","2020","RFA-NS-18-014","Active","1R34NS116713-01","Integrated Approaches","9977340"
"Multimodal study of infra-slow propagating brain activity","Liu, Xiao","Pennsylvania State University-univ Park","2020","RFA-MH-20-120","Active","1RF1MH123247-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10012212"
"Bicoastal Marmoset Breeding Center","Wang, Xiaoqin","Johns Hopkins University","2020","RFA-MH-20-145","Active","1U24MH123423-01","Cell TypeCircuit Diagrams","10029350"
"Markerless Tracking of 3D Posture to Reveal the Sensory Origins of Body Schema","Severson, Kyle Scott","Duke University","2020","RFA-MH-18-510","Active","1F32MH122995-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9987939"
"Sonogenetic control of neurons in a large volume of the rodent brain","Chalasani, Sreekanth H.","Salk Institute For Biological Studies","2020","RFA-NS-18-020","Active","1R01NS115591-01","Interventional Tools","9925113"
"High-throughput approaches to local and long-range synaptic connectivity","Boyden, Edward S. Zador, Anthony M (contact)","Cold Spring Harbor Laboratory","2020","RFA-MH-20-135","Active","1RF1MH123403-01","Cell Type","10025780"
"Genetic mechanisms specifying astrocyte functional diversity and their role in sleep","Ho, Margaret","Johns Hopkins University","2020","PAR-18-814","Active","1K99NS117654-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10039993"
"Neural basis of causal inference: representations, circuits, and dynamics","Deangelis, Gregory C","University Of Rochester","2020","RFA-NS-19-003","Active","1U19NS118246-01","Integrated Approaches","10047607"
"Optical control of neuromodulatory GPCRs","Isacoff, Ehud  (contact) Trauner, Dirk","University Of California Berkeley","2020","RFA-MH-19-136","Active","1RF1MH123246-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","10012228"
"Generation of viral vectors that use alternative splicing to drive cell type-specific gene expression in the nervous system","Blackshaw, Seth","Johns Hopkins University","2020","RFA-MH-19-136","Active","1RF1MH123237-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","10012468"
"Activity-dependent mechanisms for memory circuit maturation.","Leinwand, Sarah","University Of California Berkeley","2020","PAR-18-814","Active","1K99DC018779-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9952093"
"Neural mechanisms linking need to reward","Berke, Joshua D Knight, Zachary A. (contact) Kreitzer, Anatol","University Of California, San Francisco","2020","RFA-NS-18-030","Active","1R01NS116626-01","Integrated Approaches","9972733"
"Context-dependent neural processing of leg proprioception in Drosophila","Agrawal, Sweta","University Of Washington","2020","PAR-18-814","Active","1K99NS117657-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10039477"
"Mapping human brain perivascular space in lifespan using human connectome project data","Sepehrband, Farshid","University Of Southern California","2020","RFA-MH-20-120","Active","1RF1MH123223-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10012731"
"Organization of inhibition in the cerebellar cortex","Christie, Jason M (contact) Hantman, Adam","Max Planck Florida Corporation","2020","RFA-NS-18-030","Active","1R01NS118401-01","Integrated Approaches","10050669"
"A neuroethological model of sensorimotor processing in animal-animal interactions","Parker, Joseph","California Institute Of Technology","2020","RFA-NS-18-014","Active","1R34NS118470-01","Integrated Approaches","10053664"
"Neural coding and functional organization of the octopus visual system","Niell, Cristopher M","University Of Oregon","2020","RFA-NS-18-030","Active","1R01NS118466-01","Integrated Approaches","10053626"
"Open-source software for multi-scale mapping of the human brain","Fischl, Bruce Iglesias Gonzalez, Juan Eugenio (contact)","Massachusetts General Hospital","2020","RFA-MH-19-147","Active","1RF1MH123195-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10008355"
"Molecular Multi-Species Approach for Trans-Synaptic Labeling of Neural Circuits","Barnea, Gilad Halpern, Marnie E (contact) Li, Jennifer Mengbo Robson, Drew","Dartmouth College","2020","RFA-MH-19-136","Active","1RF1MH123213-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","10009743"
"Nobrainer: A robust and validated neural network tool suite for imagers","Ghosh, Satrajit Sujit","Massachusetts Institute Of Technology","2020","RFA-MH-19-147","Active","1RF1MH121885-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10021957"
"Highly Portable and Cloud-Enabled Neuroimaging Research: Confronting Ethics Challenges in Field Research with New Populations","Lawrenz, Frances Patricia Shen, Francis X (contact) Wolf, Susan M.","University Of Minnesota","2020","RFA-MH-19-400","Active","1RF1MH123698-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10035136"
"Collaborative Expansion of Marmoset Colonies for Neuroscience Research","Levine, Jon E (contact) Rogers, Jeffrey A. Ross, Corinna Nicole","University Of Wisconsin-madison","2020","RFA-MH-20-145","Active","1U24MH123422-01","Cell TypeCircuit Diagrams","10029227"
"Accelerating Dissemination of Implantable Neurotechnology for Clinical Research","Borton, David Allenson Denison, Timothy Starr, Philip Andrew (contact) Worrell, Gregory A","University Of California, San Francisco","2020","RFA-NS-19-006","Active","1U24NS113637-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9967390"
"Understanding overlap in resting state fMRI networks at the single cell level: a cross-species approach","Bijsterbosch, Janine Diane (contact) Snyder, Lawrence H","Washington University","2020","RFA-NS-18-014","Active","1R34NS118618-01","Integrated Approaches","10059107"
"Cross-frequency coupling: its role in brain function and dysfunction","Medvedev, Andrei V","Georgetown University","2020","RFA-MH-20-120","Active","1RF1MH123192-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10008042"
"Transgenic tools for revealing the contributions of electrical synapses to neural circuits","Miller, Adam C O'brien, John Pereda, Alberto E (contact)","Albert Einstein College Of Medicine","2020","RFA-MH-19-136","Active","1RF1MH120016-01A1","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","10012410"
"Molecular Engineering of Natural Light-Gated Chloride Channels for Optogenetic Inhibition","Spudich, John Lee St-pierre, Francois Xue, Mingshan  (contact)","Baylor College Of Medicine","2020","RFA-NS-18-019","Active","1U01NS118288-01","Interventional ToolsMonitor Neural Activity","10047808"
"Novel transparent, ultra-soft neuroelectrode arrays based on nanomeshing conventional electrode materials","Fagiolini, Michela Fang, Hui  (contact) Liu, Wentai","Northeastern University","2020","RFA-NS-18-020","Active","1RF1NS118301-01","Interventional Tools","10048033"
"Ultra-high resolution, multiplexed single molecule nanoscopy and functional characterization of neural circuits","Chubykin, Alexander Huang, Fang  (contact) Yin, Peng","Purdue University","2020","RFA-MH-20-135","Active","1RF1MH123401-01","Cell Type","10025878"
"Integrative labeling, imaging, and reconstruction tools for high-throughput inhibitory microconnectivity analysis in the mouse brain","Cai, Dawen  (contact) Yan, Yan","University Of Michigan At Ann Arbor","2020","RFA-MH-20-135","Active","1RF1MH123402-01","Cell Type","10025817"
"Structure and Function of a Cubic Millimeter of Cortex: Crowdsourcing for Proofreading and Discovery","Seung, Hyunjune Sebastian","Princeton University","2020","RFA-MH-20-135","Active","1RF1MH123400-01","Cell Type","10025901"
"Data Exploration and Analysis Portal for Brain Research through Advanced Imaging Neuroscience","Fan, Chun Chieh  (contact) Thompson, Wesley K","University Of California, San Diego","2020","RFA-MH-19-147","Active","1RF1MH120025-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10011169"
"Genetic access to cortical cell types with epigenetic assays and high-throughput, low-cost enhancer screening","Callaway, Edward M","Salk Institute For Biological Studies","2020","RFA-MH-19-135","Active","1UG3MH123394-01","Cell TypeCircuit DiagramsHuman NeuroscienceInterventional ToolsMonitor Neural Activity","10025622"
"Metasurface-Dressed Nanophotonic Neural Interfaces for Multipoint Concurrent Optogenetic Modulation and Calcium Mapping","Ni, Xingjie","Pennsylvania State University-univ Park","2020","RFA-EY-18-001","Active","1R21EY031853-01","Interventional ToolsMonitor Neural Activity","10047885"
"Neuropixels NXT: Integrated Silicon Probes for Large Scale Extracellular Recording in Rodents and Primates","Harris, Timothy D","Johns Hopkins University","2020","RFA-NS-18-019","Active","1U01NS115587-01","Interventional ToolsMonitor Neural Activity","9924965"
"Maximizing flexibility: Optimized neural probes and electronics for long term, high bandwidth recordings","Frank, Loren M Xie, Chong  (contact)","Rice University","2020","RFA-NS-18-019","Active","1U01NS115588-01","Interventional ToolsMonitor Neural Activity","9925027"
"Graspy: A python package for rigorous statistical analysis of populations of attributed connectomes","Priebe, Carey Vogelstein, Joshua T (contact)","Johns Hopkins University","2020","RFA-MH-19-147","Active","1RF1MH123233-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10012519"
"New approaches for chemical-genetic targeting of specific circuits and cell types in the mammalian brain","Maximov, Anton","Scripps Research Institute","2020","RFA-MH-19-136","Active","1RF1MH123224-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","10012597"
"Optimization, application and dissemination of high-speed hybrid multiphoton volumetric imaging technologies","Losonczy, Attila Vaziri, Alipasha  (contact)","Rockefeller University","2020","RFA-NS-18-019","Active","1U01NS115530-01","Interventional ToolsMonitor Neural Activity","9921918"
"Dissemination of 3-photon imaging for chronic cellular imaging across species","Waters, Jack","Allen Institute","2020","RFA-NS-18-019","Active","1U01NS115585-01","Interventional ToolsMonitor Neural Activity","9924940"
"Functional role of the neocortico-rubro-olivo-cerebellar circuit on neocortex-induced cerebellar motor learning","Ohmae, Shogo","Baylor College Of Medicine","2020","RFA-NS-18-014","Active","1R34NS118445-01","Integrated Approaches","10053429"
"Coordinating center for collaborative marmoset research","Conrad, Donald F. (contact) Levine, Jon E Ross, Corinna Nicole","Oregon Health & Science University","2020","RFA-MH-20-150","Active","1U24MH123696-01","Cell TypeCircuit Diagrams","10044896"
"A wireless, closed-loop neural probe for optogenetics, pharmacology and neurochemical monitoring","Zhang, Yi","University Of Missouri-columbia","2020","RFA-NS-18-020","Active","1RF1NS118287-01","Interventional Tools","10047779"
"NeuroPhIBER: A Nimble Fiber-Optically Read Silicon Microelectrode Array","Foster, Amy Carole (contact) Foster, Mark A","Johns Hopkins University","2020","RFA-EY-18-001","Active","1R21EY031854-01","Interventional ToolsMonitor Neural Activity","10047889"
"High throughput assaying of circuit activity and connectivity in brain organoids","Arlotta, Paola  (contact) Boyden, Edward S. Lewis, Jennifer A.","Harvard University","2020","RFA-MH-20-140","Active","1RF1MH123977-01","Cell TypeCircuit Diagrams","10049677"
"Adaptive Neurostimulation to Restore Sleep in Parkinson's Disease: An Investigation of STN LFP Biomarkers In Sleep Dysregulation and Repair","Abosch, Aviva  (contact) Halpern, Casey Harrison Kushida, Clete A Thompson, John A","University Of Nebraska Medical Center","2020","RFA-NS-18-023","Active","1UH3NS113769-01A1","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9960743"
"Cell type selective viral tools to interrogate and correct non-human primate and human brain circuitry","Kalume, Franck K Lein, Ed Levi, Boaz Pirie Ting, Jonathan T (contact)","Allen Institute","2020","RFA-MH-19-135","Active","1UG3MH120095-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceInterventional ToolsMonitor Neural Activity","10025520"
"Focused ultrasound-mediated disruption of blood plasma protein binding with pharmacological molecules","Lee, Wonhye","Brigham And Women's Hospital","2020","RFA-EY-18-001","Active","1R21EY031807-01","Interventional ToolsMonitor Neural Activity","10046533"
"Development of multi-color, bright chemigenetic indicators to image synaptic transmission","Tian, Lin","University Of California At Davis","2020","RFA-EY-18-001","Active","1R21EY031858-01","Interventional ToolsMonitor Neural Activity","10048014"
"Developing A Mouse Chronic Pain Scale by 3D Imaging and Measurement of Mouse Spontaneous Behaviors","Ding, Long Luo, Wenqin  (contact) Park, Hyun Soo","University Of Pennsylvania","2020","RFA-NS-18-014","Active","1R34NS118411-01","Integrated Approaches","10051598"
"Two-photon Line Excitation Array Detection (2p-LEAD) microscopy for volumetric monitoring neuronal activity at 120,000 frames per second","Ben-yakar, Adela","University Of Texas, Austin","2020","RFA-EY-18-001","Active","1R21EY031863-01","Interventional ToolsMonitor Neural Activity","10048099"
"Engineering of organoid-based brain circuits","Levchenko, Andre Vaccarino, Flora M (contact)","Yale University","2020","RFA-MH-20-140","Active","1RF1MH123978-01","Cell TypeCircuit Diagrams","10049681"
"Linking molecular and anatomical features of brain cell identity through computational data integration","Welch, Joshua","University Of Michigan At Ann Arbor","2020","RFA-MH-20-120","Active","1RF1MH123199-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10009608"
"Developing Molecular and Computational Tools to Enable Visualization of Synaptic Plasticity In Vivo","Huganir, Richard L","Johns Hopkins University","2020","RFA-MH-19-136","Active","1RF1MH123212-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","10009886"
"A Community Framework for Data-driven Brain Transcriptomic Cell Type Definition, Ontology, and Nomenclature","Hawrylycz, Michael  (contact) Lein, Ed Martone, Maryann E Mungall, Christopher J Parkinson, Helen Elizabeth Regev, Aviv Scheuermann, Richard H","Allen Institute","2020","RFA-MH-19-146","Active","1RF1MH123220-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10012886"
"Neural circuitry for observational learning of maternal behavior","Lemessurier, Amy","New York University School Of Medicine","2020","RFA-MH-18-510","Active","1F32MH123016-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991218"
"Neural Electrodes with Enhanced Charge Injection and Reduced Interfacial Impedance Using Graphenated Carbon Nanotubes Coated With Atomic Layer-Deposited Platinum Nanoparticles","Parker, Charles Bernard","Duke University","2020","RFA-EY-18-001","Active","1R21EY031271-01","Interventional ToolsMonitor Neural Activity","9924896"
"Modeling developmental gradients and supportive tissue signaling networks using iPSC-derived forebrain organoids embedded in fluidic hydrogels","Bellan, Leon Marcel Gama, Vivian  (contact)","Vanderbilt University","2020","RFA-MH-20-140","Active","1RF1MH123971-01","Cell TypeCircuit Diagrams","10049470"
"Re-engineering Connectivity in the Drosophila Brain","Gallio, Marco","Northwestern University","2020","RFA-EY-18-001","Active","1R21EY031849-01","Interventional ToolsMonitor Neural Activity","10047820"
